"name"	"sku"	"description"	"category1"	"category2"	"category3"	"image"	"weight"	"price"	"quantity"	"enabled"	"shipping_freight"	"fixed_shipping_rate_only"
"Парсер товаров focalprice.com"	"139"	"<p>Парсер focalprice.com – отдельная и специальная сборка парсера Catalog Loader для скачивания товаров из интернет-магазина focalprice.com.</p><p>Преимущества парсера focalprice.com перед аналогами: - Программа работает под Windows (XP / 7 / 2003 / 2008). - Установка программы не требует никаких специальных знаний и навыков, устанавливается как обычное приложение Windows (далее, далее… готово). - Максимально упрощенный и понятный интерфейс. Парсером focalprice.com извлекается: - Структура каталога - Имя товара - Артикул - Краткое описание товара (в качестве краткого описания Имя товара) - Полное описание товара (без разбиения на параметры, ссылки (ссылки на картинки) в тексте описания удаляются) - Изображение (1-6шт.) - Цена (если имеется скидка на товара, берется цена по скидке) - meta_title﻿, meta_description﻿, meta_keywords;﻿ - Возможно расширение стандартной версии дополнительными параметрами и возможностями (изменение цены по формуле, разбиение описания на характеристики, мониторинг и сравнение цен и т.д.). Экспорт товаров парсером focalprice.com происходит в csv для следующих CMS: - PrestaShop, - VamShop, - Virtuemart(Joomla), - ShopScript, - ABO, - Amiro, - PhpShop, - HostCMS, - возможно подключение любой другой CMS или нужного формата csv (бесплатно). Возможность возобновления процесса парсинга с предыдущего состояние в случае какого-либо сбоя (выкл. электричества и т.п. ) или ручной остановки парсера. После оформления заказа Вам будет выслана ссылка на скачивание программы.</p><p>Наш продукт ShopDataGetway - это система предоставляющая вашим партнерам возможность мгновенно обновлять интернет-магазины используя данные из ваших систем. Система предоставляет вашим партнерам данные в требуемом им виде. С помощью продукта ShopDataGetway вы позволяете вашим партнерам избежать лишних затрат на автоматизицию бизнес-процессов.</p><p>CatalogLoader– это пакет программного обеспечение, представляющее собой набор инструментов для работы с товарамиинтернет-магазинов (парсер, автоматическое наполнение, изменение цен, обработка склада, мониторинг конкурентов).</p>"	"Электронные товары"	""	""	"http://demo.mydataprovider.com/market/img/p/139-252.jpg"		"79.00"		"yes"	"0.00"	"no"
"Парсер товаров zappos.com"	"140"	"<p>Парсер zappos.com﻿﻿ – отдельная и специальная сборка парсера Catalog Loader для скачивания товаров из zappos.com﻿.</p><p>Парсер товаров из интернет-магазина zappos.com очень быстро и качественно наполнит Ваш интернет-магазин всем представленым там ассортиментом.</p><p>Вы должны выбрать именно этот парсер zappos.com, т.к. он имеет ряд преимуществ перед аналогами, например:</p><p>- Программа работает под Windows (XP / 7 / 2003 / 2008).</p><p>- Устанавливается быстро и не потребует от Вас каких-либо дополнительных знаний ПК.</p><p>- Специально для Вас интерфейс программы максимально упрощён и будет понятен даже неопытному пользователю.</p><p>В обычной сборке прасер интернет-магазина zappos.com извлекает следующие параметры:</p><p>- структуру каталога;</p><p>- имя товара;</p><p>- цену товара;</p><p>- краткое описание;</p><p>- полное описание;</p><p>- изображение (увеличенное);</p><p>- meta_title﻿, meta_description﻿, meta_keywords;</p><p>- дополнительно осуществляется расширение стандартной версии желаемыми параметрами и возможностями (изменение цены по формуле, мониторинг и сравнение цен и т.д.).</p><p>Товары экспортируются в csv для следующих CMS:</p><p>- PrestaShop,</p><p>- VamShop,</p><p>- Virtuemart(Joomla),</p><p>- ShopScript,</p><p>- ABO,</p><p>- Amiro,</p><p>- PhpShop,</p><p>- HostCMS,﻿</p><p>- бесплатно подключается любая другая CMSили нужный формат csv.</p><p>Программа возобновляет процесс парсинга с состояния разрыва при любом сбое (выкл. электричества и т.д.).</p><p>После оформления заказа Вам будет выслана ссылка на скачивание программы. ﻿</p><p>Наш продукт ShopDataGetway - это система предоставляющая вашим партнерам возможность мгновенно обновлять интернет-магазины используя данные из ваших систем. Система предоставляет вашим партнерам данные в требуемом им виде. С помощью продукта ShopDataGetway вы позволяете вашим партнерам избежать лишних затрат на автоматизицию бизнес-процессов.</p><p>CatalogLoader– это пакет программного обеспечение, представляющее собой набор инструментов для работы с товарамиинтернет-магазинов (парсер, автоматическое наполнение, изменение цен, обработка склада, мониторинг конкурентов).</p>"	"Электронные товары"	""	""	"http://demo.mydataprovider.com/market/img/p/140-255.jpg"		"159.00"		"yes"	"0.00"	"no"
"Парсер товаров beautymania.ru"	"141"	"<p>Парсер beautymania.ru – отдельная и специальная сборка парсера Catalog Loader для скачивания товаров из интернет-магазина косметики по уходу за волосами, телом, лицом ﻿beautymania.ru. В этом интернет-магазине вы найдете рубрики с косметикой по уходу за телом, лицом, волосами, а также рубрику с косметикой для мужчин.</p><p>Каждый товар иметт фотографию, описание, стоимость. Все эти данные можно без труда скачать и загрузить в Ваш интернет-магазин с помощью парсера beautymania.ru﻿.</p><p>Преимущества парсера beautymania.ru перед аналогами:</p><p>- Программа работает под Windows (XP / 7 / 2003 / 2008).</p><p>- Установка программы не требует никаких специальных знаний и навыков, устанавливается как обычное приложение Windows (далее, далее… готово).</p><p>- Максимально упрощенный и понятный интерфейс.</p><p>Параметры, которые извлекаются парсером beautymania.ru в стандартной конфигурации:</p><p>- структура каталога;</p><p>- имя товара;</p><p>- цена товара;</p><p>- краткое описание;</p><p>- полное описание;</p><p>- изображение (увеличенное);</p><p>- производитель;</p><p>- meta_title﻿, meta_description﻿, meta_keywords;</p><p>- возможно расширение стандартной версии дополнительными параметрами и возможностями (изменение цены по формуле, мониторинг и сравнение цен и т.д.).</p><p>Экспорт товаров парсером beautymania.ru происходит в csv для следующих CMS:</p><p>- PrestaShop,</p><p>- VamShop,</p><p>- Virtuemart(Joomla),</p><p>- ShopScript,</p><p>- ABO,</p><p>- Amiro,</p><p>- PhpShop,</p><p>- HostCMS,﻿</p><p>- возможно подключение любой другой CMS или нужного формата csv (бесплатно).</p><p>Возможность возобновления процесса парсинга с предыдущего состояние в случае какого-либо сбоя (выкл. электричества и т.п. ) или ручной остановки парсера.</p><p>После оформления заказа Вам будет выслана ссылка на скачивание программы.</p><p>Наш продукт ShopDataGetway - это система предоставляющая вашим партнерам возможность мгновенно обновлять интернет-магазины используя данные из ваших систем. Система предоставляет вашим партнерам данные в требуемом им виде. С помощью продукта ShopDataGetway вы позволяете вашим партнерам избежать лишних затрат на автоматизицию бизнес-процессов.</p><p>CatalogLoader– это пакет программного обеспечение, представляющее собой набор инструментов для работы с товарамиинтернет-магазинов (парсер, автоматическое наполнение, изменение цен, обработка склада, мониторинг конкурентов).</p>"	"Электронные товары"	""	""	"http://demo.mydataprovider.com/market/img/p/141-257.jpg"		"109.00"		"yes"	"0.00"	"no"
"Напольные весы Beurer BG55"	"115"	"<p>Индикация с указанием содержания: жира, воды, мышечной и костной массы тела. Атлетический режим. Литиевая батарея в комплекте. Технология Tap-on. Платформа из безопасного прочного стекла.</p>"	"Три уровня вложенности"	""	""	"http://demo.mydataprovider.com/market/img/p/115-208.jpg"		"125.00"		"yes"	"0.00"	"no"
"Напольные весы Beurer GS21 Mauritius"	"116"	"<p>Напольные весы со стеклянной платформой с оригинальным дизайном MaterialLine (покрытие из ламината). Максимальная нагрузка 180 кг. Погрешность измерения 0.1 кг. Автоматическое отключение. Перенастройка единицы измерения: kg (кг)/lb (фунты)/st (стоуны). Размеры (ШхВxД): 33x2.0x32 см.</p>"	"Три уровня вложенности"	""	""	"http://demo.mydataprovider.com/market/img/p/116-210.jpg"		"65.00"		"yes"	"0.00"	"no"
"Электронные напольные весы BOSCH PPW 3300"	"117"	"<p>Электронные весы AxxenceSlim Line. Ультратонкие, высота 17мм с большим дисплеем - 38 мм. Цвет белый.</p>"	"Три уровня вложенности"	""	""	"http://demo.mydataprovider.com/market/img/p/117-211.jpg"		"55.00"		"yes"	"0.00"	"no"
"Электробритва PHILIPS RQ 1095"	"114"	"<p>Электробритва с ЖК-дисплеем. Бритвенный блок. Индикатор необходимости замены бритвенного блока. Быстрая зарядка. Дорожная блокировка. Индикация очистки. Полированный стальной корпус. Отсутствие вибраций. Антикоррозийное покрытие головок. Можно мыть под водой и бриться с пеной. Система Flex & Pivot: три гибкие головки, вращающиеся в разных направления. Система Lift & Cut.</p>"	"Три уровня вложенности"	"второй уровень"	""	"http://demo.mydataprovider.com/market/img/p/114-207.jpg"		"370.00"		"yes"	"0.00"	"no"
"Гидромассажная ванна для ног BEURER FB25"	"112"	"<p>Гидромассажная ванночка для ног с механическим управлением и тремя режимами работы. 16 встроенных магнитов. Вибрационный массаж, вихревой массаж. Дополнительная функция: поддержание температуры воды.</p>"	"Три уровня вложенности"	"второй уровень"	"третий уровень"	"http://demo.mydataprovider.com/market/img/p/112-205.jpg"		"89.00"		"yes"	"0.00"	"no"
"Фен-расческа Braun Steam & Style ASS 1000"	"113"	"<p>Мощный стайлер с управлямой подачей пара. Мягкая укладка и длительный результат. Идеален для укладки влажных волос и корректировки прически на сухих волосах, для создания локонов и волн, создания объема. 3 ступени мощности потока воздуха. Насадка для создания крупных локонов и волн. Насадка для мелкой и средней завивки. Насадка для подъема волос и создания объема от самых корней. Цвет сиреневый матовый.</p>"	"Три уровня вложенности"	"второй уровень"	"третий уровень"	"http://demo.mydataprovider.com/market/img/p/113-206.jpg"		"83.00"		"yes"	"0.00"	"no"
"Фен Valera Swiss Nano 9200 Ionic Tourmaline Rotocord"	"126"	"<p>Фен мощностью 2000 Вт. 6 комбинаций температуры и скорости воздушного потока. Независимая регулировка нагрева и воздушного потока. Подача холодного воздуха. Ионизация. Срок службы: 2000 часов. Вес без кабеля: 540 гр. Гибкий кабель 3 м с устройством Rotocord (вращение шнура вокруг своей оси).</p>"	"Четыре уровня вложенности"	""	""	"http://demo.mydataprovider.com/market/img/p/126-221.jpg"		"123.00"		"yes"	"0.00"	"no"
"Электробигуди Remington KF40E"	"124"	"<p>Термобигуди с тефлоновым покрытием и функцией ионного кондиционирования. Имеют восковую середину и бархатное покрытие. 4 штуки диаметром 20 мм, 10 штук диаметром 22 мм, 6 штук диаметром 25 мм. Время нагрева - 10 минут. Подставка для нагревания и зажимы для волос в комплекте. Два варианта цвета.</p>"	"Четыре уровня вложенности"	"второй уровень вложенности"	""	"http://demo.mydataprovider.com/market/img/p/124-218.jpg"		"67.00"		"yes"	"0.00"	"no"
"Электробигуди Philips HP4611"	"125"	"<p>12 бигуди в комплекте для создания блестящих локонов. 4 бигуди с керамическим покрытием для создания объемных локонов. Индикатор готовности к работе. 12 металлических зажимов, 4 зажима-краба. Система SalonRollers Pro нагревает все бигуди одновременно, обеспечивая быстрый и равномерный нагрев.</p>"	"Четыре уровня вложенности"	"второй уровень вложенности"	""	"http://demo.mydataprovider.com/market/img/p/125-220.jpg"		"60.00"		"yes"	"0.00"	"no"
"Щипцы Moser SalonStyle 4463-0050"	"120"	"<p>Щипцы для выпрямления волос. Мощность: 45 Вт. Ударопрочный корпус из термопластика. Подкругленный корпус для завивки волос. Плавающие пластины. Керамико-турмалиновое покрытие пластин. 6 температурных режимов (от 130 до 230 гр). LED-индикаторы работы. Автоотключение через 30 мин. Шнур питания с вращающимся шарниром и петлей для подвешивания. Защита от перегрева.</p>"	"Четыре уровня вложенности"	"второй уровень вложенности"	"третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/120-214.jpg"		"126.00"		"yes"	"0.00"	"no"
"Выпрямитель для волос Braun ES2"	"121"	"<p>Керамическое покрытие насадок. Индикатор остаточного нагрева. Индивидуальные настройки режима укладки. Защита от перегрева. Максимальная температура нагрева 200 С. Мощность 140 Вт.</p>"	"Четыре уровня вложенности"	"второй уровень вложенности"	"третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/121-215.jpg"		"105.00"		"yes"	"0.00"	"no"
"Стайлер Braun Satin Hair 5 ESW"	"122"	"<p>Стайлер для выпрямления волос. Подвижные керамические пластины NanoGlide поддерживают здоровье кутикулы. Точная регулировка температуры для бережной укладки (от 130°C до 200°C с шагом в 5°C). Формирователь локонов. Температурный дисплей. Автоматическое отключение через 30 минут.</p>"	"Четыре уровня вложенности"	"второй уровень вложенности"	"третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/122-216.jpg"		"90.00"		"yes"	"0.00"	"no"
"Плойка Valera DIGICURL 641.19"	"123"	"<p>Плойка с цифровым управлением для завивки волос. Диаметр: 19 мм. Керамический слой. Антибактериальное действие NANO-SILVER. Цифровой дисплей. Максимальная температура 190°C. Гибкий поворотный кабель 3 м. Пластиковый наконечник.</p>"	"Четыре уровня вложенности"	"второй уровень вложенности"	"третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/123-217.jpg"		"73.00"		"yes"	"0.00"	"no"
"Сауна для лица Panasonic EH 2513"	"118"	"<p>Вакуумный очиститель пор с функцией микроспрея для более эффективной очистки кожи. 2 режима работы (влажный и обычный). Непрерывная работа от аккумулятора - 20 минут. Мощность вакуумного давления: 50кПа.</p>"	"Четыре уровня вложенности"	"второй уровень вложенности"	"третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/118-212.jpg"		"50.00"		"yes"	"0.00"	"no"
"Сауна для лица Panasonic EH 2424"	"119"	"<p>Ионизирующий вапоризатор для очищения и увлажнения глубоких слоев кожного покрова. Очищение и увлажнение глубоких слоев эпидермиса с помощью наночастиц ионизированного пара. Непрерывная работа при однократном заполнении резервуара водой – 12 ми</p>"	"Четыре уровня вложенности"	"второй уровень вложенности"	"третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/119-213.jpg"		"150.00"		"yes"	"0.00"	"no"
"Цифровая фотокамера Olympus PEN E-P3"	"136"	"<p>Компактная камера в металлическом корпусе. Сенсорный OLED-дисплей с диагональю 3 дюйма. Live MOS сенсор с разрешением 12.3 Мегапикселей. FAST автофокус (Frequency Acceleration Sensor Technology). Full HD-видео со стерео звуком, регулируемой глубиной резкости и художественными фильтрами. Графический процессор TruePic VI. Цвета: черный, белый, серебристый.</p>"	"Пять уровней вложенности"	""	""	"http://demo.mydataprovider.com/market/img/p/136-236.jpg"		"1750.00"		"yes"	"0.00"	"no"
"Цифровой фотоаппарат Nikon Coolpix S1100pj"	"137"	"<p>Цифровая тонкая фотокамера с разрешением 14,1 мегапикселей. Широкоугольный объектив NIKKOR с 5-кратным увеличением обеспечивает потрясающе точную передачу деталей и высокое разрешение. (Эквивалент формата 35 мм для пленочных фотокамер: 28 – 140 мм). Встроенный проектор позволяет проецировать избранные фотографии или видеоклипы. Поддержка ярких (до 14 люмен) проекций качества VGA на экране размером от 26 до 240 см (от 5 до 47 дюймов). Проецирование изображений с ПК или карты памяти. Гибридное VR (смещение объектива и электронное подавление вибраций). Сенсорный ЖК экран с диагональю 7,6 см (3 дюйма), разрешением 460 тыс. точек. Яркие видеоклипы высокой четкости в формате 720р HD. 17 сюжетных режимов. Варианты расцветок - желтый, сиреневый, черный, серый.</p>"	"Пять уровней вложенности"	""	""	"http://demo.mydataprovider.com/market/img/p/137-242.jpg"		"410.00"		"yes"	"0.00"	"no"
"Штатив Hama Traveller Mini H-4048"	"134"	"<p>Компактный штатив-треножник для фото/видеокамер и микрофонов. Шаровая головка. Вес 215 г.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	""	"http://demo.mydataprovider.com/market/img/p/134-232.jpg"		"60.00"		"yes"	"0.00"	"no"
"Штатив Rekam RT-L38"	"135"	"<p>Напольный штатив для фото- и видеокамер. Корпус выполнен из металла серебристого цвета, ручка для переноса, механический подъемник, крюк для сумки, панорамная 3-D головка.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	""	"http://demo.mydataprovider.com/market/img/p/135-235.jpg"		"81.00"		"yes"	"0.00"	"no"
"Объектив Canon EF-S 18-55mm f3.5-5.6 IS"	"131"	"<p>Стандартный объектив общего назначения с 4-ступенчатым стабилизатором изображения, который помогает добиться значительно лучших результатов в условиях слабой освещенности. Изготовлен на основе профессиональной оптики, с использованием асферического элемента. Подходит для съёмки без штатива при различном освещении. Минимальное расстояние фокусировки объектива составляет всего 25 см при любом увеличении, обеспечивая возможность макросъёмки.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	"Третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/131-229.jpg"		"120.00"		"yes"	"0.00"	"no"
"Объектив Canon EF 50 mm f1.8 II"	"132"	"<p>Стандартный объектив с постоянным фокусным расстоянием. Компактный и легкий, обеспечивает отличное качество изображения при светосиле, превосходящей возможности любого объектива с переменным фокусным расстоянием. Классическая оптическая схема. Система автофокусировки базируется на встроенном микромоторе.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	"Третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/132-230.jpg"		"133.00"		"yes"	"0.00"	"no"
"Объектив Canon EF 70-200 f 4L USM"	"133"	"<p>Телеобъектив с постоянной светосилой. Модель выполнена в прочном, пыле- и влагозащитном корпусе. Диафрагма объектива с круглым отверстием позволяет получать привлекательный эффект размытого фона. Оптическая схема объектива включает 13 линз в 16 группах. В числе элементов имеются две линзы из низкодисперсионного стекла UD и одна флюоритовая. Такая конструкция обеспечивает превосходное качество изображения с минимальным уровнем аберраций при любом значении фокусного расстояния. Многослойное просветление Super Spectra. Фокусировка осуществляется при помощи кольцевого ультразвукового мотора USM.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	"Третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/133-231.jpg"		"775.00"		"yes"	"0.00"	"no"
"Вспышка Canon Speedlite 580EX II"	"129"	"<p>Вспышка для любых погодных условий. Управление с помощью меню фотокамеры. Надёжная конструкция защищает детали вспышки от попадания пыли и влаги при съёмке с выносной колодкой. Бесшумный и быстрый перезаряд.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	"Третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/129-227.jpg"		"620.00"		"yes"	"0.00"	"no"
"Вспышка Nikon Speedlight SB-900"	"130"	"<p>Профессиональная вспышка i-TTL, совместимая с зеркальными фотокамерами. Три шаблона освещения: центрально-взвешенный, равномерный и стандартный. Набор усовершенствованных функций. Система термальной защиты, автоматическое определение фильтра.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	"Третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/130-228.jpg"		"530.00"		"yes"	"0.00"	"no"
"Цифровая фоторамка Sony DPF-A710"	"127"	"<p>Цифровая фоторамка с 7-дюймовым широкоформатным ЖК-экраном со светодиодной подсветкой обеспечивает четкое и детализированное отображение фотографий. Встроенная память 128 МБ позволяет хранить до 200 фотографий. Большой выбор настроек слайд-шоу, разные варианты оформления часов и календаря, функции поиска фотографий по папкам, событиям и тегам пользователя. Интеллектуальный сенсор поворачивает изображение при изменении положения рамки. Оснащена пультом дистанционного управления.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	"Третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/127-222.jpg"		"110.00"		"yes"	"0.00"	"no"
"Цифровая фоторамка Transcend PF705"	"128"	"<p>Широкоэкранная цветная TFT LCD панель с диагональю 7 дюймов и отношением сторон 16:9. Поддержка USB флэш-накопителей и карт памяти SD/SDHC/MMC/MS Полная совместимость с интерфейсом Hi-Speed USB 2.0 и обратная совместимость с USB 1.1. Прямое подключение к ПК с помощью USB для простого обмена файлами. Выбор различных фотографий для создания слайдшоу. Возможность просмотра изображений в режиме слайд-шоу, в режиме пиктограмм, в обычномрежиме, а также возможность увеличения изображения. Функция напоминаний о важных датах/событиях. Функции календаря и часов. Автоматическое выключение и таймер для перехода в неактивный режим. Возможность выбора цветовых режимов. Цвета: белый, черный.</p>"	"Пять уровней вложенности"	"Второй уровень вложенности"	"Третий уровень вложенности"	"http://demo.mydataprovider.com/market/img/p/128-225.jpg"		"73.00"		"yes"	"0.00"	"no"
"Коктейльное платье Tulpan"	"143"	"<p>97% полиэстер, 5% эластан</p>"	"Женская одежда"	""	""	"http://demo.mydataprovider.com/market/img/p/143-260.jpg"		"120.00"		"yes"	"0.00"	"no"
"Коктейльное платье Strass Buck"	"144"	"<p>95% полиэстер, 5% спандекс</p>"	"Женская одежда"	""	""	"http://demo.mydataprovider.com/market/img/p/144-264.jpg"		"105.00"		"yes"	"0.00"	"no"
"Платье Зебра с оригинальным ремнем"	"145"	"<p>Красивое платье для работы и отдыха из плотного стрейч-трикотажа.</p><p>Высококачественный плотный трикотаж с добавлением эластана делает платье комфортным и удобным в носке.</p><p>Оригинальный ремень и необычная расцветка покажут Вашу индивидуальность и стиль.</p><p>Параметры модели: рост 176см, ОГ - 88см, ОТ -65 см, ОБ-94 см.</p>"	"Женская одежда"	""	""	"http://demo.mydataprovider.com/market/img/p/145-268.jpg"		"85.00"		"yes"	"0.00"	"no"
"Вязаное платье с нарядным воротничком"	"146"	"<p>Это отличное вязаное платье с шикарным воротником</p><p>А сборка в области талии подчеркнёт все прелести вашей фигуры.</p>"	"Женская одежда"	""	""	"http://demo.mydataprovider.com/market/img/p/146-272.jpg"		"90.00"		"yes"	"0.00"	"no"
"Комбинезон Redial под джинс 2"	"147"	"<p>60% хлопок, 35% полиэстер, 5% спандекс</p><p>Комбинезон Redial под джинс 2 – откровенный и элегантный. Глубокое декольте открывает соблазнительную грудь. Привлекает внимание красиво оголенная спина. Очень интригующе смотрятся пуговички и отложной воротничок. Комбинезон плотно и сексуально облегает фигуру, подчеркивая все ее достоинства</p>"	"Женская одежда"	""	""	"http://demo.mydataprovider.com/market/img/p/147-276.jpg"		"110.00"		"yes"	"0.00"	"no"
"Велюровый спортивный костюм с юбкой"	"148"	"<p>Спортивный костюм с юбкой. Разнообразие цветов поможет выбрать именно тот, который подойдёт именно вам!</p>"	"Женская одежда"	""	""	"http://demo.mydataprovider.com/market/img/p/148-279.jpg"		"115.00"		"yes"	"0.00"	"no"
"Спортивный костюм HOOD"	"149"	"<p>100% хлопок</p>"	"Женская одежда"	""	""	"http://demo.mydataprovider.com/market/img/p/149-284.jpg"		"90.00"		"yes"	"0.00"	"no"
"Бюстгальтер Velmont 3404"	"150"	"<p>Бюстгальтер Velmont 3404 – эффектный бюстгальтер. Тонкие, регулируемые лямки, удобная чашка, кружевная отделка, Ваша грудь будет сексуально выглядеть в этом бюстгальтере. Удобен в носке и подходит как на каждый день, так и под вечернее платье.</p>"	"Женская одежда"	"Нижнее бельё"	""	"http://demo.mydataprovider.com/market/img/p/150-287.jpg"		"30.00"		"yes"	"0.00"	"no"
"Бюстгальтер Velmont 4702"	"151"	"<p>Бюстгальтер Velmont 4702 – комфортный бюстгальтер на регулируемых тонких лямках. Черный атлас, удобная чашка, бюстгальтер привлекает внимание эффектной простотой. Идеально поддержит Вашу грудь, удобен в носке на каждый день.</p>"	"Женская одежда"	"Нижнее бельё"	""	"http://demo.mydataprovider.com/market/img/p/151-288.jpg"		"29.00"		"yes"	"0.00"	"no"
"Бюстгальтер Velmont 5104"	"152"	"<p>Бюстгальтер Velmont 5104 привлекает внимание оригинальностью расцветки и отделки. Бюстгальтер на регулируемых тонких лямках, глубокая удобная чашка, идеально поддерживающая грудь. Удобен в носке на каждый день, идеально подходит для открытых сарафанов и прозрачных топов.</p>"	"Женская одежда"	"Нижнее бельё"	""	"http://demo.mydataprovider.com/market/img/p/152-289.jpg"		"30.00"		"yes"	"0.00"	"no"
"Бюстгальтер Velmont 3804"	"153"	"<p>Бюстгальтер Velmont 3804 – удобный бюстгальтер на регулируемых тонких лямках. Легкая отделка кружевом, четный цвет, он привлекает внимание классической простотой. Удобная, мягкая чашечка идеально поддержит Вашу грудь. Бюстгальтер подходит к носке на каждый день.</p>"	"Женская одежда"	"Нижнее бельё"	""	"http://demo.mydataprovider.com/market/img/p/153-290.jpg"		"30.00"		"yes"	"0.00"	"no"
